era,definition,first_principal,last_prior_principal,index_role,patients
2021-2024,autismo_F840,H509,H509,solo_secundario,9
2021-2024,autismo_F840,G408,G408,solo_secundario,9
2021-2024,autismo_F840,F431,F431,solo_secundario,9
2021-2024,autismo_F840,J206,J206,solo_secundario,8
2021-2024,autismo_F840,J352,J352,solo_secundario,8
2021-2024,autismo_F840,J9600,J9600,solo_secundario,8
2021-2024,autismo_F840,N390,N390,solo_secundario,8
2021-2024,autismo_F840,A080,A080,solo_secundario,8
2021-2024,autismo_F840,F323,F323,solo_secundario,7
2021-2024,autismo_F840,K590,K590,solo_secundario,7
2021-2024,autismo_F840,F841,F841,solo_secundario,7
2021-2024,autismo_F840,R560,R560,solo_secundario,7
2021-2024,autismo_F840,R568,R568,solo_secundario,7
2021-2024,autismo_F840,P599,P599,solo_secundario,7
2021-2024,autismo_F840,R458,R458,solo_secundario,7
2021-2024,autismo_F840,K409,K409,solo_secundario,7
2021-2024,autismo_F840,F919,F919,solo_secundario,6
2021-2024,autismo_F840,K029,K029,solo_secundario,6
2021-2024,autismo_F840,F845,F845,solo_secundario,6
2021-2024,autismo_F840,J459,J459,solo_secundario,6
2021-2024,autismo_F840,G473,G473,solo_secundario,6
2021-2024,autismo_F840,J159,J159,solo_secundario,6
2021-2024,autismo_F840,F609,F609,solo_secundario,6
2021-2024,autismo_F840,N433,N433,solo_secundario,6
2021-2024,autismo_F840,G710,G710,solo_secundario,6
2021-2024,autismo_F840,K352,K352,solo_secundario,5
2021-2024,autismo_F840,J690,J690,solo_secundario,5
2021-2024,autismo_F840,J069,J069,solo_secundario,5
2021-2024,autismo_F840,G404,G404,solo_secundario,5
2021-2024,autismo_F840,J123,J123,solo_secundario,5
2021-2024,autismo_F840,Z138,Z138,solo_secundario,5
2021-2024,autismo_F840,Q381,Q381,solo_secundario,5
2021-2024,autismo_F840,Q665,Q665,solo_secundario,5
2021-2024,autismo_F840,F419,F419,solo_secundario,5
2021-2024,autismo_F840,Z038,Z038,solo_secundario,5
2021-2024,autismo_F840,J210,J210,solo_secundario,5
2021-2024,autismo_F840,F432,F432,solo_secundario,5
2021-2024,autismo_F840,Q539,Q539,solo_secundario,5
2021-2024,autismo_F840,J219,J219,solo_secundario,5
2021-2024,autismo_F840,N44,N44,solo_secundario,5
2021-2024,autismo_F840,F412,F412,solo_secundario,5
2021-2024,autismo_F840,P073,P073,solo_secundario,5
2021-2024,autismo_F840,C910,Z511,solo_secundario,5
2021-2024,autismo_F840,K562,K562,solo_secundario,4
2021-2024,autismo_F840,F919,F919,principal,4
2021-2024,autismo_F840,S519,S519,solo_secundario,4
2021-2024,autismo_F840,K800,K800,solo_secundario,4
2021-2024,autismo_F840,L600,L600,solo_secundario,4
2021-2024,autismo_F840,S8230,S8230,solo_secundario,4
2021-2024,autismo_F840,S8280,S8280,solo_secundario,4
2021-2024,autismo_F840,F913,F913,solo_secundario,4
2021-2024,autismo_F840,J029,J029,solo_secundario,4
2021-2024,autismo_F840,K565,K565,solo_secundario,4
2021-2024,autismo_F840,K219,K219,solo_secundario,4
2021-2024,autismo_F840,T509,T509,solo_secundario,4
2021-2024,autismo_F840,R509,R509,solo_secundario,4
2021-2024,autismo_F840,G403,G403,solo_secundario,4
2021-2024,autismo_F840,H669,H669,solo_secundario,4
2021-2024,autismo_F840,N10,N10,solo_secundario,4
2021-2024,autismo_F840,S5250,S5250,solo_secundario,4
2021-2024,autismo_F840,F321,F321,solo_secundario,4
2021-2024,autismo_F840,F410,F410,solo_secundario,4
2021-2024,autismo_F840,J350,J350,solo_secundario,4
2021-2024,autismo_F840,A090,A090,solo_secundario,4
2021-2024,autismo_F840,F319,F319,solo_secundario,4
2021-2024,autismo_F840,H905,H905,solo_secundario,4
2021-2024,autismo_F840,G401,G409,solo_secundario,3
2021-2024,autismo_F840,E43,E43,solo_secundario,3
2021-2024,autismo_F840,F900,F900,solo_secundario,3
2021-2024,autismo_F840,Q668,Q668,solo_secundario,3
2021-2024,autismo_F840,F209,F209,solo_secundario,3
2021-2024,autismo_F840,G410,G410,solo_secundario,3
2021-2024,autismo_F840,T426,T426,solo_secundario,3
2021-2024,autismo_F840,F200,F200,solo_secundario,3
2021-2024,autismo_F840,H919,H919,solo_secundario,3
2021-2024,autismo_F840,F239,F239,solo_secundario,3
2021-2024,autismo_F840,H501,H501,solo_secundario,3
2021-2024,autismo_F840,E46,E46,solo_secundario,3
2021-2024,autismo_F840,G402,G402,solo_secundario,3
2021-2024,autismo_F840,I471,I471,solo_secundario,3
2021-2024,autismo_F840,J100,J100,solo_secundario,3
2021-2024,autismo_F840,F849,F849,solo_secundario,3
2021-2024,autismo_F840,C719,C719,solo_secundario,3
2021-2024,autismo_F840,F849,F849,principal,3
2021-2024,autismo_F840,K402,K402,solo_secundario,3
2021-2024,autismo_F840,F449,F449,solo_secundario,3
2021-2024,autismo_F840,N500,N500,solo_secundario,3
2021-2024,autismo_F840,K566,K566,solo_secundario,3
2021-2024,autismo_F840,Z470,Z470,solo_secundario,3
2021-2024,autismo_F840,N179,N179,solo_secundario,3
2021-2024,autismo_F840,F39,F39,solo_secundario,3
2021-2024,autismo_F840,N048,N048,solo_secundario,3
2021-2024,autismo_F840,A084,A084,solo_secundario,3
2021-2024,autismo_F840,F388,F388,solo_secundario,3
2021-2024,autismo_F840,S5270,S5270,solo_secundario,3
2021-2024,autismo_F840,M9115,M9115,solo_secundario,3
2021-2024,autismo_F840,F329,F323,solo_secundario,3
2021-2024,autismo_F840,M2157,M2157,solo_secundario,3
2021-2024,autismo_F840,T182,T182,solo_secundario,3
2021-2024,autismo_F840,F500,F500,solo_secundario,3
2021-2024,autismo_F840,T850,T850,solo_secundario,3
2021-2024,autismo_F840,F841,F841,principal,3
2021-2024,autismo_F840,K028,K028,solo_secundario,3
2021-2024,autismo_F840,J9609,J9609,solo_secundario,3
2021-2024,autismo_F840,P221,P221,solo_secundario,3
2021-2024,autismo_F840,J122,J122,solo_secundario,3
2021-2024,autismo_F840,S0690,S0690,solo_secundario,3
2021-2024,autismo_F840,J158,J158,solo_secundario,3
2021-2024,autismo_F840,F312,F312,solo_secundario,3
2021-2024,autismo_F840,S0680,S0680,solo_secundario,3
2021-2024,autismo_F840,J208,J208,solo_secundario,3
2021-2024,autismo_F840,F848,F848,principal,2
2021-2024,autismo_F840,S5280,S5280,solo_secundario,2
2021-2024,autismo_F840,R620,R620,principal,2
2021-2024,autismo_F840,R11,R11,solo_secundario,2
2021-2024,autismo_F840,R55,R55,solo_secundario,2
2021-2024,autismo_F840,F83,F83,solo_secundario,2
2021-2024,autismo_F840,S010,S010,solo_secundario,2
2021-2024,autismo_F840,S411,S411,solo_secundario,2
2021-2024,autismo_F840,S5240,S5240,solo_secundario,2
2021-2024,autismo_F840,S5230,S5230,solo_secundario,2
2021-2024,autismo_F840,G048,G048,solo_secundario,2
2021-2024,autismo_F840,F988,F988,solo_secundario,2
2021-2024,autismo_F840,F918,F918,solo_secundario,2
2021-2024,autismo_F840,S517,S517,solo_secundario,2
2021-2024,autismo_F840,R104,R104,solo_secundario,2
2021-2024,autismo_F840,A020,A020,solo_secundario,2
2021-2024,autismo_F840,G409,G409,principal,2
2021-2024,autismo_F840,K519,K519,solo_secundario,2
2021-2024,autismo_F840,J353,N47,solo_secundario,2
2021-2024,autismo_F840,P284,P284,solo_secundario,2
2021-2024,autismo_F840,P239,P239,solo_secundario,2
2021-2024,autismo_F840,P220,Z518,solo_secundario,2
2021-2024,autismo_F840,K130,K130,solo_secundario,2
2021-2024,autismo_F840,K260,K260,solo_secundario,2
2021-2024,autismo_F840,K36,K36,solo_secundario,2
2021-2024,autismo_F840,O471,O471,solo_secundario,2
2021-2024,autismo_F840,K388,K388,solo_secundario,2
2021-2024,autismo_F840,O244,O244,solo_secundario,2
2021-2024,autismo_F840,K429,K429,solo_secundario,2
2021-2024,autismo_F840,O034,O034,solo_secundario,2
2021-2024,autismo_F840,K469,K469,solo_secundario,2
2021-2024,autismo_F840,N939,N939,solo_secundario,2
2021-2024,autismo_F840,P598,P598,solo_secundario,2
2021-2024,autismo_F840,N508,N508,solo_secundario,2
2021-2024,autismo_F840,K561,K561,solo_secundario,2
2021-2024,autismo_F840,N47,N47,principal,2
2021-2024,autismo_F840,K650,K650,solo_secundario,2
2021-2024,autismo_F840,K805,K805,solo_secundario,2
2021-2024,autismo_F840,N110,N110,solo_secundario,2
2021-2024,autismo_F840,K922,K922,solo_secundario,2
2021-2024,autismo_F840,L032,L032,solo_secundario,2
2021-2024,autismo_F840,L050,L050,solo_secundario,2
2021-2024,autismo_F840,L059,L059,principal,2
2021-2024,autismo_F840,L059,L059,solo_secundario,2
2021-2024,autismo_F840,L720,L720,solo_secundario,2
2021-2024,autismo_F840,M2106,M2106,solo_secundario,2
2021-2024,autismo_F840,P551,P551,solo_secundario,2
2021-2024,autismo_F840,J209,J206,solo_secundario,2
2021-2024,autismo_F840,Q753,Q753,solo_secundario,2
2021-2024,autismo_F840,I200,I200,solo_secundario,2
2021-2024,autismo_F840,G409,J128,solo_secundario,2
2021-2024,autismo_F840,Q740,Q740,solo_secundario,2
2021-2024,autismo_F840,G418,G418,solo_secundario,2
2021-2024,autismo_F840,G419,G419,solo_secundario,2
2021-2024,autismo_F840,G918,G918,solo_secundario,2
2021-2024,autismo_F840,G934,G934,solo_secundario,2
2021-2024,autismo_F840,Q644,Q644,solo_secundario,2
2021-2024,autismo_F840,H508,H508,solo_secundario,2
2021-2024,autismo_F840,Q549,Q549,solo_secundario,2
2021-2024,autismo_F840,H663,H663,solo_secundario,2
2021-2024,autismo_F840,H664,H664,solo_secundario,2
2021-2024,autismo_F840,H819,H819,solo_secundario,2
2021-2024,autismo_F840,H903,H903,solo_secundario,2
2021-2024,autismo_F840,I500,I500,solo_secundario,2
2021-2024,autismo_F840,P704,P704,solo_secundario,2
2021-2024,autismo_F840,Q379,Q379,solo_secundario,2
2021-2024,autismo_F840,Q355,Q355,solo_secundario,2
2021-2024,autismo_F840,J101,J101,solo_secundario,2
2021-2024,autismo_F840,J120,J120,solo_secundario,2
2021-2024,autismo_F840,J121,J129,solo_secundario,2
2021-2024,autismo_F840,Q201,Q201,solo_secundario,2
2021-2024,autismo_F840,Q172,Q172,solo_secundario,2
2021-2024,autismo_F840,J129,J46,solo_secundario,2
2021-2024,autismo_F840,J189,J189,solo_secundario,2
2021-2024,autismo_F840,Q039,Q039,solo_secundario,2
2021-2024,autismo_F840,P923,P923,solo_secundario,2
2021-2024,autismo_F840,J208,J206,solo_secundario,2
2021-2024,autismo_F840,J209,J123,solo_secundario,2
2021-2024,autismo_F840,S5290,S5290,solo_secundario,2
2021-2024,autismo_F840,G408,G409,solo_secundario,2
2021-2024,autismo_F840,D694,D694,solo_secundario,2
2021-2024,autismo_F840,D27,D27,solo_secundario,2
2021-2024,autismo_F840,D480,D480,solo_secundario,2
2021-2024,autismo_F840,E106,E106,solo_secundario,2
2021-2024,autismo_F840,Z450,Z450,solo_secundario,2
2021-2024,autismo_F840,T212,T212,solo_secundario,2
2021-2024,autismo_F840,F318,F318,solo_secundario,2
2021-2024,autismo_F840,E109,E109,solo_secundario,2
2021-2024,autismo_F840,T436,T436,solo_secundario,2
2021-2024,autismo_F840,T435,T435,solo_secundario,2
2021-2024,autismo_F840,Z291,Z291,solo_secundario,2
2021-2024,autismo_F840,T433,T433,solo_secundario,2
2021-2024,autismo_F840,B002,B002,solo_secundario,2
2021-2024,autismo_F840,T242,T242,solo_secundario,2
2021-2024,autismo_F840,T432,T432,principal,2
2021-2024,autismo_F840,F28,F28,solo_secundario,2
2021-2024,autismo_F840,T120,T120,solo_secundario,2
2021-2024,autismo_F840,C402,C402,solo_secundario,2
2021-2024,autismo_F840,C629,C629,solo_secundario,2
2021-2024,autismo_F840,F232,F232,solo_secundario,2
2021-2024,autismo_F840,F231,F231,solo_secundario,2
2021-2024,autismo_F840,E872,E872,solo_secundario,2
2021-2024,autismo_F840,T427,T427,solo_secundario,2
2021-2024,autismo_F840,D162,D162,solo_secundario,2
2021-2024,autismo_F840,C910,D70,solo_secundario,2
2021-2024,autismo_F840,F09,F09,solo_secundario,2
2021-2024,autismo_F840,U071,J690,solo_secundario,2
2021-2024,autismo_F840,F191,F191,solo_secundario,2
2021-2024,autismo_F840,F208,F208,solo_secundario,2
2021-2024,autismo_F840,D069,D069,solo_secundario,2
2021-2024,autismo_F840,T141,T141,solo_secundario,2
2021-2024,autismo_F840,A499,A499,solo_secundario,2
2021-2024,autismo_F840,D761,D761,solo_secundario,2
2021-2024,autismo_F840,S8220,S8220,solo_secundario,2
2021-2024,autismo_F840,D593,D593,solo_secundario,2
2021-2024,autismo_F840,F323,F603,solo_secundario,2
2021-2024,autismo_F840,D70,D70,solo_secundario,2
2021-2024,autismo_F840,F329,F329,principal,2
2021-2024,autismo_F840,S7240,S7240,solo_secundario,2
2021-2024,autismo_F840,S7220,S7220,solo_secundario,2
2021-2024,autismo_F840,P393,N10,solo_secundario,1
2021-2024,autismo_F840,P391,Q650,solo_secundario,1
2021-2024,autismo_F840,Q069,D321,solo_secundario,1
2021-2024,autismo_F840,P391,J46,solo_secundario,1
2021-2024,autismo_F840,Q210,H919,solo_secundario,1
2021-2024,autismo_F840,P38,N10,solo_secundario,1
2021-2024,autismo_F840,T886,T782,solo_secundario,1
2021-2024,autismo_F840,P369,Z548,solo_secundario,1
2021-2024,autismo_F840,P369,P369,solo_secundario,1
2021-2024,autismo_F840,P393,T407,solo_secundario,1
2021-2024,autismo_F840,P398,P398,solo_secundario,1
2021-2024,autismo_F840,P398,J46,solo_secundario,1
2021-2024,autismo_F840,P399,E162,solo_secundario,1
2021-2024,autismo_F840,T881,U071,solo_secundario,1
2021-2024,autismo_F840,P399,P399,solo_secundario,1
2021-2024,autismo_F840,Q203,Q203,solo_secundario,1
2021-2024,autismo_F840,P520,P520,solo_secundario,1
2021-2024,autismo_F840,P551,J123,solo_secundario,1
2021-2024,autismo_F840,T857,J101,solo_secundario,1
2021-2024,autismo_F840,P551,J128,solo_secundario,1
2021-2024,autismo_F840,T856,T850,solo_secundario,1
2021-2024,autismo_F840,T850,Z540,solo_secundario,1
2021-2024,autismo_F840,P551,S018,solo_secundario,1
2021-2024,autismo_F840,T543,T543,solo_secundario,1
2021-2024,autismo_F840,P369,B349,solo_secundario,1
2021-2024,autismo_F840,P590,J210,solo_secundario,1
2021-2024,autismo_F840,Q220,Q220,solo_secundario,1
2021-2024,autismo_F840,P220,R620,solo_secundario,1
2021-2024,autismo_F840,P220,T850,solo_secundario,1
2021-2024,autismo_F840,U071,F329,solo_secundario,1
2021-2024,autismo_F840,U071,F208,solo_secundario,1
2021-2024,autismo_F840,P221,J129,solo_secundario,1
2021-2024,autismo_F840,Q224,J00,solo_secundario,1
2021-2024,autismo_F840,P221,Q070,solo_secundario,1
2021-2024,autismo_F840,P228,J123,solo_secundario,1
2021-2024,autismo_F840,U071,C189,solo_secundario,1
2021-2024,autismo_F840,P228,P228,solo_secundario,1
2021-2024,autismo_F840,P229,A085,solo_secundario,1
2021-2024,autismo_F840,P239,J128,solo_secundario,1
2021-2024,autismo_F840,T958,T958,solo_secundario,1
2021-2024,autismo_F840,P368,P368,solo_secundario,1
2021-2024,autismo_F840,Q213,Q668,solo_secundario,1
2021-2024,autismo_F840,Q211,Q211,solo_secundario,1
2021-2024,autismo_F840,P239,J209,solo_secundario,1
2021-2024,autismo_F840,T958,K222,solo_secundario,1
2021-2024,autismo_F840,T511,T424,solo_secundario,1
2021-2024,autismo_F840,P271,K409,solo_secundario,1
2021-2024,autismo_F840,P271,P271,solo_secundario,1
2021-2024,autismo_F840,P284,G473,solo_secundario,1
2021-2024,autismo_F840,Q210,Q210,solo_secundario,1
2021-2024,autismo_F840,P293,Q250,solo_secundario,1
2021-2024,autismo_F840,T952,T952,solo_secundario,1
2021-2024,autismo_F840,P360,Q556,solo_secundario,1
2021-2024,autismo_F840,P590,J209,solo_secundario,1
2021-2024,autismo_F840,P590,K219,solo_secundario,1
2021-2024,autismo_F840,T578,T578,solo_secundario,1
2021-2024,autismo_F840,T812,T812,solo_secundario,1
2021-2024,autismo_F840,T825,T828,solo_secundario,1
2021-2024,autismo_F840,T825,T825,solo_secundario,1
2021-2024,autismo_F840,T821,T821,solo_secundario,1
2021-2024,autismo_F840,T818,Q627,solo_secundario,1
2021-2024,autismo_F840,Q123,H405,solo_secundario,1
2021-2024,autismo_F840,P711,L040,solo_secundario,1
2021-2024,autismo_F840,P711,P711,solo_secundario,1
2021-2024,autismo_F840,T814,J129,solo_secundario,1
2021-2024,autismo_F840,T814,G409,solo_secundario,1
2021-2024,autismo_F840,P728,P728,solo_secundario,1
2021-2024,autismo_F840,P77,Z432,solo_secundario,1
2021-2024,autismo_F840,T813,L929,solo_secundario,1
2021-2024,autismo_F840,P942,P942,solo_secundario,1
2021-2024,autismo_F840,P704,J121,solo_secundario,1
2021-2024,autismo_F840,Q038,Q531,solo_secundario,1
2021-2024,autismo_F840,Q038,S015,solo_secundario,1
2021-2024,autismo_F840,T810,T810,solo_secundario,1
2021-2024,autismo_F840,Q120,Q120,solo_secundario,1
2021-2024,autismo_F840,Q039,T857,solo_secundario,1
2021-2024,autismo_F840,Q039,U071,solo_secundario,1
2021-2024,autismo_F840,Q070,Z518,solo_secundario,1
2021-2024,autismo_F840,T780,T780,solo_secundario,1
2021-2024,autismo_F840,Q040,Q668,solo_secundario,1
2021-2024,autismo_F840,Q057,Q057,solo_secundario,1
2021-2024,autismo_F840,T751,T751,solo_secundario,1
2021-2024,autismo_F840,Q070,Q070,solo_secundario,1
2021-2024,autismo_F840,P704,J206,solo_secundario,1
2021-2024,autismo_F840,Q150,Q150,solo_secundario,1
2021-2024,autismo_F840,T71,T71,solo_secundario,1
2021-2024,autismo_F840,P599,J210,solo_secundario,1
2021-2024,autismo_F840,P590,P590,solo_secundario,1
2021-2024,autismo_F840,T633,T633,solo_secundario,1
2021-2024,autismo_F840,T850,J46,solo_secundario,1
2021-2024,autismo_F840,Q200,J159,solo_secundario,1
2021-2024,autismo_F840,P590,R17,solo_secundario,1
2021-2024,autismo_F840,T850,G911,solo_secundario,1
2021-2024,autismo_F840,Q181,T512,solo_secundario,1
2021-2024,autismo_F840,P599,A379,solo_secundario,1
2021-2024,autismo_F840,P599,C717,solo_secundario,1
2021-2024,autismo_F840,P599,E806,solo_secundario,1
2021-2024,autismo_F840,P599,G934,solo_secundario,1
2021-2024,autismo_F840,P599,J122,solo_secundario,1
2021-2024,autismo_F840,Q181,Q638,solo_secundario,1
2021-2024,autismo_F840,P704,A099,solo_secundario,1
2021-2024,autismo_F840,U071,J100,solo_secundario,1
2021-2024,autismo_F840,P599,J352,solo_secundario,1
2021-2024,autismo_F840,T850,G409,solo_secundario,1
2021-2024,autismo_F840,T841,T841,solo_secundario,1
2021-2024,autismo_F840,P599,R509,solo_secundario,1
2021-2024,autismo_F840,P700,G008,solo_secundario,1
2021-2024,autismo_F840,T827,I422,solo_secundario,1
2021-2024,autismo_F840,Q181,Q181,solo_secundario,1
2021-2024,autismo_F840,T71,F322,principal,1
2021-2024,autismo_F840,P701,P701,solo_secundario,1
2021-2024,autismo_F840,P704,A090,solo_secundario,1
2021-2024,autismo_F840,T71,Q899,solo_secundario,1
2021-2024,autismo_F840,P220,Q532,solo_secundario,1
2021-2024,autismo_F840,S681,S681,solo_secundario,1
2021-2024,autismo_F840,P220,J981,solo_secundario,1
2021-2024,autismo_F840,N185,T824,solo_secundario,1
2021-2024,autismo_F840,N10,J352,solo_secundario,1
2021-2024,autismo_F840,Z514,Z137,solo_secundario,1
2021-2024,autismo_F840,Z511,A090,solo_secundario,1
2021-2024,autismo_F840,N10,Z431,solo_secundario,1
2021-2024,autismo_F840,Z488,Z488,solo_secundario,1
2021-2024,autismo_F840,N12,N12,solo_secundario,1
2021-2024,autismo_F840,N135,N133,solo_secundario,1
2021-2024,autismo_F840,N136,N390,solo_secundario,1
2021-2024,autismo_F840,N178,N178,solo_secundario,1
2021-2024,autismo_F840,N179,M8445,solo_secundario,1
2021-2024,autismo_F840,Z478,Z478,solo_secundario,1
2021-2024,autismo_F840,Z458,Q675,solo_secundario,1
2021-2024,autismo_F840,N185,N136,solo_secundario,1
2021-2024,autismo_F840,N185,N185,solo_secundario,1
2021-2024,autismo_F840,Z452,Z452,solo_secundario,1
2021-2024,autismo_F840,U071,J128,solo_secundario,1
2021-2024,autismo_F840,N185,U071,solo_secundario,1
2021-2024,autismo_F840,N189,D509,solo_secundario,1
2021-2024,autismo_F840,N210,N210,solo_secundario,1
2021-2024,autismo_F840,N319,N319,solo_secundario,1
2021-2024,autismo_F840,N319,Z518,solo_secundario,1
2021-2024,autismo_F840,N390,A080,solo_secundario,1
2021-2024,autismo_F840,N390,E870,solo_secundario,1
2021-2024,autismo_F840,Z432,A418,solo_secundario,1
2021-2024,autismo_F840,N390,J069,solo_secundario,1
2021-2024,autismo_F840,Z432,A080,solo_secundario,1
2021-2024,autismo_F840,N390,N47,solo_secundario,1
2021-2024,autismo_F840,N390,R508,solo_secundario,1
2021-2024,autismo_F840,N390,Z033,solo_secundario,1
2021-2024,autismo_F840,N432,N432,solo_secundario,1
2021-2024,autismo_F840,N10,J123,solo_secundario,1
2021-2024,autismo_F840,N10,E111,solo_secundario,1
2021-2024,autismo_F840,N059,N059,solo_secundario,1
2021-2024,autismo_F840,Z518,I802,solo_secundario,1
2021-2024,autismo_F840,M4195,M4106,solo_secundario,1
2021-2024,autismo_F840,M5338,M4619,solo_secundario,1
2021-2024,autismo_F840,M6028,M6028,solo_secundario,1
2021-2024,autismo_F840,M6089,M6089,solo_secundario,1
2021-2024,autismo_F840,M6097,M6099,solo_secundario,1
2021-2024,autismo_F840,Z762,Z762,solo_secundario,1
2021-2024,autismo_F840,M6099,M6099,solo_secundario,1
2021-2024,autismo_F840,M670,M2147,solo_secundario,1
2021-2024,autismo_F840,M7046,M7046,solo_secundario,1
2021-2024,autismo_F840,M7966,M7966,solo_secundario,1
2021-2024,autismo_F840,Z762,J111,solo_secundario,1
2021-2024,autismo_F840,M8159,M8159,solo_secundario,1
2021-2024,autismo_F840,M8443,M8443,solo_secundario,1
2021-2024,autismo_F840,M8566,M8566,solo_secundario,1
2021-2024,autismo_F840,M8589,D693,solo_secundario,1
2021-2024,autismo_F840,M8665,M8665,solo_secundario,1
2021-2024,autismo_F840,M8691,M8691,solo_secundario,1
2021-2024,autismo_F840,M8698,M8698,solo_secundario,1
2021-2024,autismo_F840,Z653,Z653,principal,1
2021-2024,autismo_F840,Z653,F199,solo_secundario,1
2021-2024,autismo_F840,Z548,Z548,solo_secundario,1
2021-2024,autismo_F840,M922,J189,solo_secundario,1
2021-2024,autismo_F840,M930,M930,solo_secundario,1
2021-2024,autismo_F840,N008,N391,solo_secundario,1
2021-2024,autismo_F840,Z540,Z540,solo_secundario,1
2021-2024,autismo_F840,Z540,T858,solo_secundario,1
2021-2024,autismo_F840,Z518,Z518,principal,1
2021-2024,autismo_F840,Z518,Q046,solo_secundario,1
2021-2024,autismo_F840,N049,H050,solo_secundario,1
2021-2024,autismo_F840,N433,C910,solo_secundario,1
2021-2024,autismo_F840,Z302,T421,solo_secundario,1
2021-2024,autismo_F840,N47,G473,solo_secundario,1
2021-2024,autismo_F840,Z033,C712,solo_secundario,1
2021-2024,autismo_F840,O993,O820,solo_secundario,1
2021-2024,autismo_F840,O993,O993,solo_secundario,1
2021-2024,autismo_F840,O996,O300,solo_secundario,1
2021-2024,autismo_F840,P008,J129,solo_secundario,1
2021-2024,autismo_F840,Z031,Z031,solo_secundario,1
2021-2024,autismo_F840,Z018,Z518,solo_secundario,1
2021-2024,autismo_F840,P050,P050,solo_secundario,1
2021-2024,autismo_F840,P051,K219,solo_secundario,1
2021-2024,autismo_F840,P070,J205,solo_secundario,1
2021-2024,autismo_F840,U071,U071,principal,1
2021-2024,autismo_F840,P071,P071,solo_secundario,1
2021-2024,autismo_F840,P071,R560,solo_secundario,1
2021-2024,autismo_F840,P073,J9609,solo_secundario,1
2021-2024,autismo_F840,P073,P071,solo_secundario,1
2021-2024,autismo_F840,U071,O680,solo_secundario,1
2021-2024,autismo_F840,P073,Q542,solo_secundario,1
2021-2024,autismo_F840,P073,R068,solo_secundario,1
2021-2024,autismo_F840,P209,P209,solo_secundario,1
2021-2024,autismo_F840,P209,P598,solo_secundario,1
2021-2024,autismo_F840,Q230,Q230,solo_secundario,1
2021-2024,autismo_F840,P219,J210,solo_secundario,1
2021-2024,autismo_F840,P220,E46,solo_secundario,1
2021-2024,autismo_F840,P220,G409,solo_secundario,1
2021-2024,autismo_F840,P220,J00,solo_secundario,1
2021-2024,autismo_F840,P220,J040,solo_secundario,1
2021-2024,autismo_F840,P220,J121,solo_secundario,1
2021-2024,autismo_F840,P220,J210,solo_secundario,1
2021-2024,autismo_F840,P220,J9609,solo_secundario,1
2021-2024,autismo_F840,U071,J210,solo_secundario,1
2021-2024,autismo_F840,O993,F329,solo_secundario,1
2021-2024,autismo_F840,O800,O800,solo_secundario,1
2021-2024,autismo_F840,N47,H501,solo_secundario,1
2021-2024,autismo_F840,O610,O610,solo_secundario,1
2021-2024,autismo_F840,Z291,G409,solo_secundario,1
2021-2024,autismo_F840,N47,J219,solo_secundario,1
2021-2024,autismo_F840,Z201,Z201,solo_secundario,1
2021-2024,autismo_F840,N47,J353,solo_secundario,1
2021-2024,autismo_F840,Z138,K092,solo_secundario,1
2021-2024,autismo_F840,Z138,A084,solo_secundario,1
2021-2024,autismo_F840,N47,Q531,solo_secundario,1
2021-2024,autismo_F840,Z137,Z137,solo_secundario,1
2021-2024,autismo_F840,Z134,Z134,solo_secundario,1
2021-2024,autismo_F840,Z098,J209,solo_secundario,1
2021-2024,autismo_F840,N751,N751,solo_secundario,1
2021-2024,autismo_F840,N835,T391,solo_secundario,1
2021-2024,autismo_F840,Z090,Z090,solo_secundario,1
2021-2024,autismo_F840,N940,T432,solo_secundario,1
2021-2024,autismo_F840,Z048,Q273,solo_secundario,1
2021-2024,autismo_F840,N948,N948,solo_secundario,1
2021-2024,autismo_F840,N995,N995,solo_secundario,1
2021-2024,autismo_F840,O021,O021,solo_secundario,1
2021-2024,autismo_F840,O034,O021,solo_secundario,1
2021-2024,autismo_F840,Z048,G473,solo_secundario,1
2021-2024,autismo_F840,Z038,T881,solo_secundario,1
2021-2024,autismo_F840,O240,O600,solo_secundario,1
2021-2024,autismo_F840,Z038,K913,solo_secundario,1
2021-2024,autismo_F840,Z038,A099,solo_secundario,1
2021-2024,autismo_F840,O266,F29,solo_secundario,1
2021-2024,autismo_F840,Z035,Z035,solo_secundario,1
2021-2024,autismo_F840,Z033,Z033,solo_secundario,1
2021-2024,autismo_F840,Z033,G409,solo_secundario,1
2021-2024,autismo_F840,O600,O600,solo_secundario,1
2021-2024,autismo_F840,P210,R509,solo_secundario,1
2021-2024,autismo_F840,T509,J46,solo_secundario,1
2021-2024,autismo_F840,Q234,Q230,solo_secundario,1
2021-2024,autismo_F840,R560,R560,principal,1
2021-2024,autismo_F840,T391,T432,solo_secundario,1
2021-2024,autismo_F840,R568,G401,solo_secundario,1
2021-2024,autismo_F840,R568,G409,solo_secundario,1
2021-2024,autismo_F840,R568,H500,solo_secundario,1
2021-2024,autismo_F840,R568,J00,solo_secundario,1
2021-2024,autismo_F840,R568,J128,solo_secundario,1
2021-2024,autismo_F840,R568,N47,solo_secundario,1
2021-2024,autismo_F840,T390,T390,solo_secundario,1
2021-2024,autismo_F840,T383,T383,solo_secundario,1
2021-2024,autismo_F840,R568,Q531,solo_secundario,1
2021-2024,autismo_F840,R568,R568,principal,1
2021-2024,autismo_F840,T368,T368,solo_secundario,1
